"FAFZone","ChurchillCounty","ClarkCounty","DouglasCounty","ElkoCounty","EsmeraldaCounty","EurekaCounty","HumboldtCounty","LanderCounty","LincolnCounty","LyonCounty","MineralCounty","NyeCounty","PershingCounty","StoreyCounty","WashoeCounty","WhitePineCounty","CarsonCity"
"512",2706.87857142857,2477.61785714285,2771.58571428571,2424.21428571429,2663.30357142857,2527.58571428571,2604.62142857143,2571.57142857143,2439.91428571429,2737.55,2749.58571428571,2605.72142857143,2624.82142857143,2757.65714285714,2749.87142857143,2436.25,2753.45714285714
"513",2578.16470588235,2406.53529411765,2642.86470588235,2295.48235294118,2536.07647058824,2398.86470588235,2475.88823529412,2442.86470588235,2346.07058823529,2608.83529411765,2620.86470588235,2484.71176470588,2496.08235294118,2628.95882352941,2621.16470588235,2338.24705882353,2624.75882352941
"519",2534.48372093023,2294.6988372093,2599.18139534884,2251.8023255814,2487.19825581396,2355.18139534884,2432.20523255814,2399.16976744186,2269.70813953488,2565.15232558139,2574.90581395349,2434.24941860465,2452.40639534884,2585.26860465116,2577.46860465116,2267.07209302326,2581.06744186046
"531",811.822222222222,1159.33333333333,792.744444444444,800.233333333333,971.755555555555,823.111111111111,656.3,785.166666666667,1031.54444444444,810.355555555555,888.444444444444,983.011111111111,731.2,767.722222222222,759.722222222222,920.077777777778,775.411111111111
"532",693.533333333333,1061.26666666667,674.466666666667,702.2,853.466666666667,698.066666666667,507.266666666667,636.133333333333,933.5,692.133333333333,770.166666666667,834,582.166666666667,649.433333333333,641.433333333333,822.033333333333,657.133333333333
"539",748.368518518518,1072.6037037037,776.896296296296,696.998148148148,907.92037037037,735.390740740741,590.15,719.02037037037,928.309259259259,768.638888888889,824.594444444444,916.857407407407,665.042592592592,758.464814814815,750.583333333333,816.85,759.109259259259
"540",2391.40909090909,2203.19636363636,2456.11090909091,2108.73272727273,2346.12545454545,2212.11090909091,2289.12909090909,2256.10272727273,2137.24909090909,2422.08727272727,2434.11090909091,2294.75454545455,2309.32909090909,2442.20454545455,2434.40363636364,2136.42363636364,2438.00363636363
"551",1914.7125,1790.3125,1979.4125,1632.0125,1873.3125,1735.4125,1812.4125,1779.3875,1723.7125,1945.3875,1957.4125,1821.9375,1832.6125,1965.5,1957.7125,1674.7875,1961.3
"559",1910.88984375,1794.57578125,1975.59140625,1628.2125,1877.5875,1731.59140625,1808.61015625,1775.57890625,1727.98828125,1941.56171875,1953.59140625,1826.21015625,1828.81328125,1961.67890625,1953.87890625,1679.04453125,1957.47734375
"560",885.013043478261,808.25652173913,949.708695652174,602.326086956522,847.05652173913,705.708695652174,782.726086956522,749.691304347826,741.665217391304,915.673913043478,927.708695652174,795.660869565217,802.930434782609,935.795652173913,927.986956521739,648.5,931.595652173913
