"FAFZone","AdamsCounty","AsotinCounty","BentonCounty","ChelanCounty","ClallamCounty","ClarkCounty","ColumbiaCounty","CowlitzCounty","DouglasCounty","FerryCounty","FranklinCounty","GarfieldCounty","GrantCounty","GraysHarborCounty","IslandCounty","JeffersonCounty","KingCounty","KitsapCounty","KittitasCounty","KlickitatCounty","LewisCounty","LincolnCounty","MasonCounty","OkanoganCounty","PacificCounty","PendOreilleCounty","PierceCounty","SanJuanCounty","SkagitCounty","SkamaniaCounty","SnohomishCounty","SpokaneCounty","StevensCounty","ThurstonCounty","WahkiakumCounty","WallaWallaCounty","WhatcomCounty","WhitmanCounty","YakimaCounty"
"179",1961.406875,1919.165,1955.96125,2072.920625,2287.81875,2102.715,1949.91125,2146.9025,2011.375,1997.705625,1963.1575,1947.700625,1995.398125,2225.326875,2197.570625,2251.578125,2141.918125,2205.205,2052.38375,2018.065,2174.09625,1929.918125,2217.45375,2033.80875,2209.825625,1924.696875,2165.533125,2246.3075,2210.895,2070.195625,2168.905,1881.37625,1941.495625,2188.32875,2173.95125,1928.9225,2236.615625,1939.453125,2020.585
"181",1934.9,1892.68,2004.52,2046.42,2274.2,2172.76,1979.7,2217,1984.88,1971.22,1978.2,1912.92,1968.9,2227.78,2183.96,2237.98,2128.3,2191.6,2038.78,2088.36,2184.78,1903.42,2208.8,2007.3,2264.98,1898.2,2151.9,2232.68,2197.28,2140.26,2155.3,1854.88,1915,2182.8,2243.9,1999.46,2223,1912.98,2068.4
"182",2079.4,2037.16666666667,2147.22222222222,2190.92222222222,2418.68333333333,2295.47777777778,2125.48333333333,2339.72777777778,2129.37777777778,2115.69444444444,2122.68333333333,2057.42222222222,2113.38333333333,2372.24444444444,2328.43333333333,2382.45555555556,2272.78333333333,2336.07777777778,2183.25555555556,2211.07777777778,2333.9,2047.92222222222,2353.27777777778,2151.80555555556,2403.43888888889,2042.68333333333,2296.38333333333,2377.18333333333,2341.75555555556,2262.96666666667,2299.77777777778,1999.37777777778,2059.48888888889,2327.28888888889,2366.63888888889,2122.17777777778,2367.48333333333,2057.45555555556,2210.6
"183",2046.45,2004.225,2116.05,2157.9625,2385.7375,2284.625,2091.2375,2328.8625,2096.425,2082.7375,2089.7375,2024.45,2080.4375,2339.2875,2295.4875,2349.5,2239.825,2303.125,2150.325,2200.225,2296.2875,2014.95,2320.325,2118.85,2376.5,2009.7375,2263.4375,2344.225,2308.825,2252.1,2266.825,1966.425,2026.5375,2294.3375,2355.7625,2111.325,2334.5375,2024.525,2179.9375
"189",2085.92950819672,2043.69672131148,2121.28360655738,2197.44098360656,2419.84590163934,2273.78032786885,2105.24262295082,2318.02459016393,2135.90983606557,2122.22786885246,2110.37704918033,2067.81147540984,2119.92131147541,2366.98196721311,2329.60163934426,2383.60983606557,2273.94098360656,2337.23606557377,2184.41475409836,2189.38032786885,2320.40491803279,2054.44098360656,2353.3737704918,2158.33442622951,2377.64262295082,2049.21967213115,2297.55409836066,2378.34098360656,2342.93278688525,2241.26229508197,2300.93606557377,2005.90983606557,2066.01967213115,2325.99672131148,2344.93442622951,2100.48196721311,2368.64426229508,2063.9868852459,2185.13606557377
"190",1604.61414141414,1562.35858585859,1651.3494949495,1716.1202020202,1943.26262626263,1821.88888888889,1636.09393939394,1865.09292929293,1654.56868686869,1640.9101010101,1640.03333333333,1582.6202020202,1638.60303030303,1893.47474747475,1853.01111111111,1907.01818181818,1797.36262626263,1860.64949494949,1707.82727272727,1734.15656565657,1851.1696969697,1573.1202020202,1876.89494949495,1677.01414141414,1908.92727272727,1567.89191919192,1820.98282828283,1901.7494949495,1866.3404040404,1789.36767676768,1824.35050505051,1524.56868686869,1584.70404040404,1850.48181818182,1893.95858585859,1641.41212121212,1892.06060606061,1582.64848484848,1715.49797979798
"201",1712.8,1670.56666666667,1673.16666666667,1824.31111111111,2023.26666666667,1816.63333333333,1669.5,1860.87777777778,1762.77777777778,1749.1,1682.55555555556,1712.95555555556,1746.8,1951.61111111111,1933,1987.01111111111,1877.36666666667,1940.65555555556,1787.82222222222,1732.24444444444,1895.54444444444,1681.31111111111,1949.95555555556,1785.2,1926.61111111111,1676.1,1900.96666666667,1981.75555555556,1946.35555555556,1784.11111111111,1904.35555555556,1632.77777777778,1692.88888888889,1919.16666666667,1887.78888888889,1643.35555555556,1972.05555555556,1690.85555555556,1738.46666666667
"202",1694.83333333333,1652.61666666667,1639.93333333333,1786.13333333333,1990.03333333333,1783.38333333333,1636.26666666667,1827.63333333333,1744.83333333333,1731.13333333333,1649.33333333333,1679.73333333333,1728.83333333333,1918.38333333333,1899.76666666667,1953.78333333333,1844.13333333333,1907.43333333333,1754.58333333333,1698.98333333333,1862.31666666667,1663.33333333333,1916.73333333333,1767.23333333333,1893.38333333333,1658.13333333333,1867.73333333333,1948.51666666667,1913.11666666667,1750.88333333333,1871.11666666667,1614.83333333333,1674.93333333333,1885.93333333333,1854.55,1610.11666666667,1938.83333333333,1672.88333333333,1705.23333333333
"209",1582.89888888889,1540.66222222222,1529.60777777778,1676.78,1879.68,1673.05555555555,1525.92888888889,1717.31111111111,1632.86666666667,1619.2,1538.97333333333,1569.36666666667,1616.88777777778,1808.03944444445,1789.42888888889,1843.43611111111,1733.77888888889,1797.06555555555,1644.25111111111,1588.65888888889,1751.95666666667,1551.40555555556,1806.36666666667,1655.3,1783.03944444445,1546.18888888889,1757.38888888889,1838.16666666667,1802.75888888889,1640.53944444445,1760.76666666667,1502.86666666667,1562.98777777778,1775.58777777778,1744.21777777778,1499.75888888889,1828.47333333333,1560.94666666667,1594.87444444445
"211",2199,2156.7375,2267.25,2310.5125,2538.2625,2410.6875,2241.9375,2454.95,2248.95,2235.3,2242.2625,2177.0125,2233,2491.8125,2448.0125,2502.0125,2392.375,2455.65,2302.8375,2326.2875,2449.575,2167.5125,2472.85,2271.4125,2520.6625,2162.2875,2416,2496.75,2461.3375,2378.1625,2419.35,2118.95,2179.075,2446.8875,2481.85,2237.3875,2487.0625,2177.0375,2328.1625
"212",2201.47272727273,2159.21818181818,2205.09090909091,2312.97272727273,2537.98181818182,2348.52727272727,2201.40909090909,2392.79090909091,2251.41818181818,2237.77272727273,2212.63636363636,2179.47272727273,2235.45454545455,2478.03636363636,2447.76363636364,2501.76363636364,2392.09090909091,2455.38181818182,2302.56363636364,2264.11818181818,2427.42727272727,2169.97272727273,2469.77272727273,2273.87272727273,2458.50909090909,2164.76363636364,2415.71818181818,2496.48181818182,2461.07272727273,2316.00909090909,2419.08181818182,2121.41818181818,2181.57272727273,2443.30909090909,2419.7,2175.22727272727,2486.79090909091,2179.50909090909,2270.33636363636
"219",2256.43613861387,2214.19356435643,2249.40049504951,2367.94306930693,2585.37722772277,2392.84554455446,2245.08564356435,2437.09851485149,2306.40198019802,2292.7301980198,2257.01584158416,2241.94059405941,2290.42574257426,2523.25099009901,2495.13217821782,2549.1400990099,2439.47821782178,2502.77227722772,2349.94900990099,2308.44702970297,2470.4905940594,2224.94306930693,2516.62376237624,2328.83613861386,2502.8301980198,2219.72475247525,2463.09356435643,2543.86930693069,2508.45841584159,2360.3301980198,2466.46831683168,2176.40198019802,2236.52227722772,2488.55396039604,2464.0103960396,2219.54554455445,2534.17524752475,2234.48366336633,2314.61782178218
"221",2476.41111111111,2434.16666666667,2425.54444444444,2569.98888888889,2775.63333333333,2569.01111111111,2421.87777777778,2613.26666666667,2526.37777777778,2512.71111111111,2434.93333333333,2465.31111111111,2510.4,2703.98888888889,2685.37777777778,2739.4,2629.73333333333,2693.01111111111,2540.2,2484.61111111111,2647.9,2444.94444444444,2702.31111111111,2548.81111111111,2678.98888888889,2439.71111111111,2653.34444444444,2734.11111111111,2698.7,2536.48888888889,2656.71111111111,2396.37777777778,2456.51111111111,2671.54444444444,2640.17777777778,2395.7,2724.43333333333,2454.46666666667,2490.81111111111
"222",2393.5,2351.25,2338.65,2484.85,2688.7,2482.05,2334.95,2526.35,2443.45,2429.8,2348,2378.35,2427.5,2617.05,2598.45,2652.45,2542.75,2606.05,2453.25,2397.65,2560.95,2362.05,2615.35,2465.95,2592.05,2356.8,2566.4,2647.15,2611.75,2449.55,2569.75,2313.45,2373.6,2584.6,2553.25,2308.75,2637.5,2371.55,2403.9
"223",2542.89,2500.655,2489.12,2636.21,2839.21,2632.585,2485.45,2676.82,2592.87,2579.19,2498.51,2528.9,2576.89,2767.56,2748.95,2802.95,2693.31,2756.6,2603.77,2548.19,2711.485,2511.39,2765.9,2615.29,2742.56,2506.19,2716.91,2797.7,2762.285,2600.06,2720.3,2462.87,2522.99,2735.12,2703.74,2459.285,2788.01,2520.94,2554.41
"229",2356.86976744186,2314.63372093024,2306.06860465117,2450.06046511628,2656.13139534884,2449.51744186046,2302.38953488372,2493.76511627907,2406.84302325581,2393.17325581395,2315.42906976745,2345.82209302326,2390.86395348838,2584.50232558139,2565.88953488372,2619.9034883721,2510.22906976745,2573.51976744186,2420.71046511627,2365.11744186047,2528.41511627907,2325.38023255814,2582.82209302326,2429.27093023255,2559.50232558139,2320.15930232559,2533.83837209303,2614.62441860466,2579.21511627907,2417.00232558139,2537.22209302326,2276.84302325581,2336.95930232558,2552.04302325581,2520.68023255813,2276.21511627907,2604.92906976745,2334.93139534883,2371.33372093023
"230",3058.509375,3016.290625,3128.121875,3170.025,3397.796875,3296.684375,3103.309375,3340.925,3108.496875,3094.809375,3101.796875,3036.525,3092.509375,3351.359375,3307.540625,3361.553125,3251.903125,3315.196875,3162.384375,3212.290625,3308.359375,3027.025,3332.390625,3130.915625,3388.553125,3021.809375,3275.509375,3356.296875,3320.890625,3264.159375,3278.890625,2978.496875,3038.609375,3306.403125,3367.828125,3123.390625,3346.596875,3036.578125,3192.009375
"241",2593.55714285714,2551.32142857143,2663.18571428572,2705.1,2932.85,2831.72142857143,2638.35,2875.98571428571,2643.55,2629.86428571428,2636.85,2571.6,2627.55,2886.40714285715,2842.6,2896.62142857143,2786.95,2850.25,2697.42142857143,2747.32142857143,2843.40714285715,2562.1,2867.45,2665.98571428571,2923.62142857143,2556.85,2810.55,2891.32142857143,2855.92142857143,2799.20714285714,2813.95,2513.55,2573.65,2841.45,2902.9,2658.42142857143,2881.65,2571.62142857143,2727.05714285714
